method,scenario_id,optimization_seed,training_terminated,computational_success,completed_updates,failure,runtime_seconds,terminated_at_utc,x_true,y_true,Q_true,observations_hash,reference_data_hash,reference_target_met,reference_error_estimate,evaluation_success,recovery_success,x_pred,y_pred,Q_pred,localization_error,relative_strength_error,signed_Q_error,signed_relative_Q_error,relative_l2,rmse,mae,negative_fraction,minimum_concentration,pde_rmse,pde_mae,bc_rmse,bc_maxabs,ic_rmse,ic_maxabs,pde_maxabs,ic_mae,bc_mae
J1,final_blind_v1_011,42,True,True,12000,,93.32937645900529,2026-09-20T14:56:50.660229+00:00,0.27643886124679024,0.4704269425090928,0.9665742570787594,5273c27f5d895fe43c32a859d8651aa3996446983e166a42606eb7a2134dc9cc,9d76bd03eed6816497bb259c9f9803ac3fb21a6302e0e5aa8a00f7adae7717dd,True,0.00780283735395246,True,True,0.27675652503967285,0.4698529541492462,0.9630481004714966,0.0006560281415822965,0.0036480969583442273,-0.0035261566072628536,-0.0036480969583442273,0.013817589641246934,0.0006345230164272222,0.0003864404262709232,0.0,0.0,0.003083231509818503,0.0017782689320737727,0.0,0.0,0.0,0.0,0.03250002861022949,0.0,0.0
J1,final_blind_v1_012,42,True,True,12000,,93.56633424997563,2026-09-20T14:57:01.900375+00:00,0.5159341510255893,0.3324493878560946,0.9533875857760538,d5aafbfae7c3d90eee9adf5ba51c448a7d7727a80c3b8a9a0b04d93be0c687c6,d2372ed19609f33b53d5769487cb2de2191314c0ce10e4c373b928c31c7a71f5,True,0.0077143151291645595,True,False,0.5254805684089661,0.35567507147789,0.6508665084838867,0.0251110825046905,0.3173117437289852,-0.30252107729216704,-0.3173117437289852,0.3440653090555355,0.015578262610232032,0.0045363802258842996,0.0,0.0,0.005319694665213537,0.002240322188424875,0.0,0.0,0.0,0.0,0.1060955822467804,0.0,0.0
J1,final_blind_v1_013,42,True,True,12000,,94.10325470904354,2026-09-20T14:58:27.395567+00:00,0.4379291231360904,0.55771963279388,0.8900116073943016,567eb6acd44ff460da2d1b6780f9a64a6b8cee6beb41d11f586110e933efa1a5,13b8746085b3d76dcc949163d97e8b360e513254232d406f3d4806888861e2c1,True,0.008020994347221208,True,True,0.437638521194458,0.5579630732536316,0.8847387433052063,0.00037909463979929835,0.005924489124959575,-0.0052728640890953304,-0.005924489124959575,0.011465471486887546,0.0004848556855549664,0.00032361125858802704,0.0,0.0,0.002770993366949629,0.0016866853094398898,0.0,0.0,0.0,0.0,0.028129592537879944,0.0,0.0
J1,final_blind_v1_014,42,True,True,12000,,94.6895740419859,2026-09-20T14:58:39.175922+00:00,0.3800082102433277,0.6269345354914518,0.8164712133646357,40ac96a299462235403696bd9ee68f2023c85006292d7e1355764aa67a8f4a62,ba8766f67ab1e98151f05ce083e929a422628fb687984dd9f177f347c22d02d6,True,0.007805268399894357,True,True,0.37943318486213684,0.6278163194656372,0.7906173467636108,0.0010527094405123573,0.0316653743302013,-0.025853866601024844,-0.0316653743302013,0.0295253864794657,0.0011454156707653962,0.000522311261472429,0.0,0.0,0.0024046651093563667,0.0014236498306620217,0.0,0.0,0.0,0.0,0.02723538875579834,0.0,0.0
J1,final_blind_v1_015,42,True,True,12000,,90.0214804590214,2026-09-20T15:00:00.064831+00:00,0.3044065185144325,0.6890142965229772,1.1619326502382405,87d3efd4296c5d8532fb5fc0424f613d84aa32b23548f30fb9e6d8da4e8f8f89,f70abdf6bc0e9e4db468b2a01a8156eb8885a3e027303d435ae4ffbaeec37c89,True,0.007803767052533763,True,True,0.3035963177680969,0.6860359907150269,1.1648814678192139,0.003086540253266337,0.0025378558562483785,0.0029488175809733175,0.0025378558562483785,0.028931953814633853,0.001597242893995529,0.0007001668467415597,0.0,0.0,0.004331748035013903,0.0022586881617488843,0.0,0.0,0.0,0.0,0.04266035556793213,0.0,0.0
J1,final_blind_v1_016,42,True,True,12000,,90.19838233396877,2026-09-20T15:00:11.989923+00:00,0.4755688508537644,0.29727385669203754,1.1369326999635514,751f342bea069a9218eb48183fb4f64b2d05aa04e25ca7b28e670b4ea06c7462,3911d323ea11c7e26aa08b66257f5f99dd7a3fbfdba3adadcc628a3e91361d0d,False,0.010631122069354104,True,False,0.47137048840522766,0.31956130266189575,0.8006649017333984,0.02267942889732085,0.29576754916182224,-0.33626779823015296,-0.29576754916182224,0.3162088418849104,0.017057423227544256,0.004948475504484982,0.0,0.0,0.005920594981029491,0.0024858266397888226,0.0,0.0,0.0,0.0,0.11247455328702927,0.0,0.0
J1,final_blind_v1_017,42,True,True,12000,,91.0990027920343,2026-09-20T15:01:33.757281+00:00,0.42975639075865896,0.30243953317534705,1.2845074304689996,73fad1626c5e65399004aaf29bf355b9c63b97e52f6391f3f24d78ca3771d593,79b5f1a9e5179763e023f383c1ee65f68a9ef7a45d539b94f651bef69de4e236,False,0.011838576692173872,True,False,0.41478583216667175,0.3238584101200104,0.8773789405822754,0.02613208591227941,0.3169530048869187,-0.40712848988672423,-0.3169530048869187,0.34376921916793446,0.020956513773926592,0.00620755808471449,0.0,0.0,0.00602738880792384,0.0026087467064750697,0.0,0.0,0.0,0.0,0.1134333685040474,0.0,0.0
J1,final_blind_v1_018,42,True,True,12000,,91.4674815829494,2026-09-20T15:01:45.972182+00:00,0.4661088735019954,0.5406147440453197,1.2005453543676445,28c7393bbea48e59b06ef15c5032b9b7521d2a943a1d6dc66b0787c11ec28fe4,90ceb024e58571abaf9a3e52af5c7c805ccb5f69a4e0a5195cebd4eeec47eab2,True,0.007788348132278083,True,True,0.46591824293136597,0.5407682061195374,1.1948727369308472,0.0002447256069186232,0.0047250338491253985,-0.005672617436797367,-0.0047250338491253985,0.014914716156053628,0.0008507725098453427,0.0004882313443608351,0.0,0.0,0.004481526468583126,0.002601373468304921,0.0,0.0,0.0,0.0,0.05396706983447075,0.0,0.0
J1,final_blind_v1_019,42,True,True,12000,,93.19100337504642,2026-09-20T15:03:09.952528+00:00,0.5466667767579667,0.482107044225501,0.8511957816040111,5a610c0ffe8229368b3489de499cc0f1a797a4f83630ed8dd2f9a0fcf7223982,1a900c69e47a7e9ec4343f13c0bc0831e8cd917bb0c9ee88a5232cc6c8ffe187,True,0.007672510515703709,True,True,0.5452117919921875,0.4816586673259735,0.8426176309585571,0.0015225053407720644,0.010077764517687257,-0.008578150645453975,-0.010077764517687257,0.030917942941572213,0.0012500093038815302,0.0005076250176289057,0.0,0.0,0.005814185562556857,0.002411551431422041,0.0,0.0,0.0,0.0,0.12829944491386414,0.0,0.0
J1,final_blind_v1_020,42,True,True,12000,,94.31877712497953,2026-09-20T15:03:23.331871+00:00,0.46847654896047053,0.3954219563175483,1.0280700002650012,a55507a43cef274e4bc51fbc296a628f58679fe24385178cda306933fe603222,39e48b151fb0466d48ba2ab6117778b276c7ae88062b2a99cf87f194415f75d0,True,0.007782465781665025,True,True,0.46945086121559143,0.3992834687232971,0.979127824306488,0.003982532163113179,0.047605878924487165,-0.048942175958513134,-0.047605878924487165,0.05074490741467133,0.002478693350456181,0.0009004802575922505,0.0,0.0,0.0037420407281728465,0.0019716483766642895,0.0,0.0,0.0,0.0,0.04107077047228813,0.0,0.0
J1,final_blind_v1_021,42,True,True,12000,,93.28981595800724,2026-09-20T15:04:46.348378+00:00,0.6242811087481225,0.5976616060576463,1.2851361016897063,1df908fb1b6ea983e41b943d31b122f6b8d74b50e7795d9b5679469d2356cbff,c53332b980321d7e3945c8bcb880f9c35f835ebb99ddd7fdb897c0c9a57662d7,True,0.007661181445989678,True,True,0.5927355289459229,0.6014436483383179,1.0476597547531128,0.03177148798639643,0.18478692383192555,-0.23747634693659347,-0.18478692383192555,0.26226657585314,0.015957296267633175,0.00513064597840701,0.0,0.0,0.014212829080704804,0.005315490900869187,0.0,0.0,0.0,0.0,0.2727755904197693,0.0,0.0
J1,final_blind_v1_022,42,True,True,12000,,95.5724667920149,2026-09-20T15:05:01.542463+00:00,0.266264469998352,0.6107963786624676,0.9144956637496786,e1f955bb364b875a469ea593e35a3aae51580adbe6f0ca0976de7af9e2c065fa,3daf0848db230f3a56d27dd083e77fde7ef55327fbb25e90b086244ef4a4a723,True,0.007802311942300145,True,True,0.26597195863723755,0.6103200912475586,0.9087944030761719,0.0005589388141664085,0.0062343222603484325,-0.005701260673506736,-0.0062343222603484325,0.014453543247659637,0.0006279175951795701,0.0003561061048213098,0.0,0.0,0.0029953548743812393,0.0016279915500548312,0.0,0.0,0.0,0.0,0.046169936656951904,0.0,0.0
J1,final_blind_v1_023,42,True,True,12000,,92.81522708298871,2026-09-20T15:06:21.811242+00:00,0.40926866046302074,0.3738319340022234,1.199385717938766,e915a30417f54df52ace0532c2b2d6ecfa96003be7daec7e417d8b33ce67e014,9547b32f508fb75ae05fa1a056d81f2c1c349cd86791a71c0b6e26f361f00872,True,0.007795408690265478,True,True,0.40818873047828674,0.3751738965511322,1.1745401620864868,0.0017225307702915856,0.020715234040787185,-0.0248455558522791,-0.020715234040787185,0.02186486915166217,0.0012459534664452981,0.0005512633830258691,0.0,0.0,0.004215016735847919,0.0021116648318754453,0.0,0.0,0.0,0.0,0.062216389924287796,0.0,0.0
J1,final_blind_v1_024,42,True,True,12000,,97.30055370897753,2026-09-20T15:06:41.530876+00:00,0.6532298414980128,0.608689753204076,0.8846556578071043,13ba29c46c617a161ab4233cfe8524dbbcca033f225db7c231be327ad0dc8e8f,21c0967e2e100fda5cee4eeb8669d7002eb271e040411e227612e74fc67d6b7e,True,0.007892320653178676,True,False,0.5981408357620239,0.6125547885894775,0.549206554889679,0.055224424410854824,0.3791860708255016,-0.33544910291742536,-0.3791860708255016,0.47185396085640796,0.01968877670139047,0.005923381085341807,0.0,0.0,0.008683342974875727,0.0033197353071702344,0.0,0.0,0.0,0.0,0.14666572213172913,0.0,0.0
J1,final_blind_v1_025,42,True,True,12000,,93.18375562498113,2026-09-20T15:07:57.656310+00:00,0.6131825704565108,0.3385071688464702,1.1120569146077515,638c55b434ca2fd79e500a1cbd029f1745ae7b4ca8b5154f9ad4f407fc483f37,35755392d9fbaf1235a7685356fa5a72fec7536c7264f1f2c990951e95fc00c0,True,0.007607339995026379,True,True,0.597220242023468,0.34182801842689514,0.9984973073005676,0.016304109020125416,0.10211672245861533,-0.11355960730718384,-0.10211672245861533,0.12855436783615432,0.00677256262689701,0.002305648727905722,0.0,0.0,0.016032449184548696,0.0052395582963688965,0.0,0.0,0.0,0.0,0.51543790102005,0.0,0.0
J1,final_blind_v1_026,42,True,True,12000,,96.31603133300086,2026-09-20T15:08:20.472273+00:00,0.5064941343017603,0.3960769703721459,1.3119610767090044,d03253ae662142d2d900dfc058c2f001c53c63b889b9a69a1a0e6ef05ae4c065,4799658a53693e133ffca800c63838f7b4a484dfa205b6f7a5bbbb49d9e48c24,True,0.007744222929216451,True,True,0.5094545483589172,0.4045519232749939,1.1922813653945923,0.008977130838709232,0.09122199845640491,-0.11967971131441213,-0.09122199845640491,0.10889347013675174,0.006787384855233787,0.0022512289256305393,0.0,0.0,0.0056557588521864675,0.0026489397178327953,0.0,0.0,0.0,0.0,0.09952940046787262,0.0,0.0
J1,final_blind_v1_027,42,True,True,12000,,96.42326737503754,2026-09-20T15:09:36.825308+00:00,0.39730127606060717,0.25684001148048247,0.936094978502684,d30e585aaf655bf48a6b3cdc15e828c3157c2f88416885006a17511e240072d4,9fbda3e6317bccbd6151ef10c0f17f4806f7f1ec169359605eb65041f5a80c64,False,0.0112642222441428,True,False,0.3572193682193756,0.28301504254341125,0.43497729301452637,0.047871615675035104,0.535327821424395,-0.5011176854881576,-0.535327821424395,0.5677548678194139,0.02511873485984808,0.007349823213318079,0.0,0.0,0.005098126956694739,0.00216633802053731,0.0,0.0,0.0,0.0,0.09638650715351105,0.0,0.0
J1,final_blind_v1_028,42,True,True,12000,,100.1787486669491,2026-09-20T15:10:03.323291+00:00,0.538372134792067,0.4649187171357262,0.8387827762566038,6ca31b06490532ce9f33cec960be600f13278103d53416d4623b312f0837645d,a0fc16f1e32a96c2b393c7bfc5645cb10afaddbb232c3770f5637fe73fc7f41e,True,0.007690279289481774,True,True,0.5369760990142822,0.4650075435638428,0.8313455581665039,0.0013988588303281923,0.008866679551160302,-0.007437218090099895,-0.008866679551160302,0.02772384652540344,0.001104622818787909,0.000451938677010565,0.0,0.0,0.00525584891631058,0.0023034057925737142,0.0,0.0,0.0,0.0,0.11172601580619812,0.0,0.0
J1,final_blind_v1_029,42,True,True,12000,,88.1570297080325,2026-09-20T15:11:07.943183+00:00,0.668977461408103,0.3814459521869255,1.198305086015619,2b08120be6288b907489b211bc7845920fd1e7e803a6d9933d1d821179110f69,7786b8c77f31f2147568e9e2966b88ef64b3268fa6934185534cfc5a6bd85bbf,True,0.008100863015639942,True,True,0.6328355073928833,0.3626873791217804,1.0415657758712769,0.0407200798559954,0.13080083859570565,-0.15673931014434217,-0.13080083859570565,0.2754932768700929,0.015521059399205523,0.005239312756157308,0.0,0.0,0.008985627714463701,0.0037700041732379843,0.0,0.0,0.0,0.0,0.35661643743515015,0.0,0.0
J1,final_blind_v1_030,42,True,True,12000,,84.61914983397583,2026-09-20T15:11:30.598185+00:00,0.7116689369976579,0.479886500791576,1.2690848016056153,049cc7046dcc492ab3259f0b2e1e2a6dba29e71611a5e9c6872af03937cf585b,dd9abb53948a775ea278b1b2f9aeaf0106d24ac67c2d25c1e172cc648512c473,True,0.009246230192935549,True,False,0.6309197545051575,0.4564516544342041,0.47993284463882446,0.08408104719257939,0.6218276004632433,-0.7891519569667909,-0.6218276004632433,0.697244325245712,0.040998070332712216,0.011559730951514847,0.0,0.0,0.011142006494984473,0.004145595042808177,0.0,0.0,0.0,0.0,0.22283035516738892,0.0,0.0
