method,scenario_id,optimization_seed,training_terminated,computational_success,completed_updates,failure,runtime_seconds,terminated_at_utc,x_true,y_true,Q_true,observations_hash,reference_data_hash,reference_target_met,reference_error_estimate,evaluation_success,recovery_success,x_pred,y_pred,Q_pred,localization_error,relative_strength_error,signed_Q_error,signed_relative_Q_error,relative_l2,rmse,mae,negative_fraction,minimum_concentration,pde_rmse,pde_mae,bc_rmse,bc_maxabs,ic_rmse,ic_maxabs
classical,final_blind_v1_011,42,True,True,0,,67.3207161250175,2026-09-20T15:42:09.195948+00:00,0.27643886124679024,0.4704269425090928,0.9665742570787594,5273c27f5d895fe43c32a859d8651aa3996446983e166a42606eb7a2134dc9cc,9d76bd03eed6816497bb259c9f9803ac3fb21a6302e0e5aa8a00f7adae7717dd,True,0.00780283735395246,True,True,0.27649416978463354,0.4707650435379812,0.9731275421506658,0.0003425950088570712,0.00677990855220175,0.006553285071906334,0.00677990855220175,0.011773773873837195,0.000540668141631471,0.00020221331416327623,0.0,0.0,,,,,,
classical,final_blind_v1_012,42,True,True,0,,76.23990054201568,2026-09-20T15:42:43.999499+00:00,0.5159341510255893,0.3324493878560946,0.9533875857760538,d5aafbfae7c3d90eee9adf5ba51c448a7d7727a80c3b8a9a0b04d93be0c687c6,d2372ed19609f33b53d5769487cb2de2191314c0ce10e4c373b928c31c7a71f5,True,0.0077143151291645595,True,True,0.5173648313698975,0.3338810013426652,0.9267090962576006,0.0020239474851192984,0.02798283711313171,-0.026678489518453197,-0.02798283711313171,0.040081061312590295,0.0018147522647323194,0.0004935646488743595,0.0,0.0,,,,,,
classical,final_blind_v1_013,42,True,True,0,,56.35067779099336,2026-09-20T15:43:06.429640+00:00,0.4379291231360904,0.55771963279388,0.8900116073943016,567eb6acd44ff460da2d1b6780f9a64a6b8cee6beb41d11f586110e933efa1a5,13b8746085b3d76dcc949163d97e8b360e513254232d406f3d4806888861e2c1,True,0.008020994347221208,True,True,0.43862085282380653,0.5569298952098432,0.9002079146153965,0.001049845423149657,0.011456375553288276,0.01019630722109488,0.011456375553288276,0.010854168772832361,0.000459004712322529,0.00018792017910013994,0.0,0.0,,,,,,
classical,final_blind_v1_014,42,True,True,0,,55.052081750007346,2026-09-20T15:43:39.972260+00:00,0.3800082102433277,0.6269345354914518,0.8164712133646357,40ac96a299462235403696bd9ee68f2023c85006292d7e1355764aa67a8f4a62,ba8766f67ab1e98151f05ce083e929a422628fb687984dd9f177f347c22d02d6,True,0.007805268399894357,True,True,0.3805838852096274,0.6265818803129312,0.8238712306739536,0.000675105430108206,0.009063414837153722,0.007400017309317941,0.009063414837153722,0.009999466167671075,0.00038792194153680393,0.00015820151910794523,0.0,0.0,,,,,,
classical,final_blind_v1_015,42,True,True,0,,75.09870783402584,2026-09-20T15:44:22.408587+00:00,0.3044065185144325,0.6890142965229772,1.1619326502382405,87d3efd4296c5d8532fb5fc0424f613d84aa32b23548f30fb9e6d8da4e8f8f89,f70abdf6bc0e9e4db468b2a01a8156eb8885a3e027303d435ae4ffbaeec37c89,True,0.007803767052533763,True,True,0.303666219555473,0.6895410243250255,1.181277810921114,0.0009085618999755429,0.016649123922033604,0.019345160682873397,0.016649123922033604,0.01642742865348975,0.0009069070776040553,0.0003390044218691336,0.0,0.0,,,,,,
classical,final_blind_v1_016,42,True,True,0,,68.58330716699129,2026-09-20T15:44:49.474350+00:00,0.4755688508537644,0.29727385669203754,1.1369326999635514,751f342bea069a9218eb48183fb4f64b2d05aa04e25ca7b28e670b4ea06c7462,3911d323ea11c7e26aa08b66257f5f99dd7a3fbfdba3adadcc628a3e91361d0d,False,0.010631122069354104,True,True,0.47598833226296117,0.2982673527494721,1.0982351769563752,0.0010784243454223835,0.03403677544714547,-0.038697523007176216,-0.03403677544714547,0.04474010289752389,0.002413439377020102,0.0006363425531134228,0.0,0.0,,,,,,
classical,final_blind_v1_017,42,True,True,0,,68.26217162498506,2026-09-20T15:45:31.612037+00:00,0.42975639075865896,0.30243953317534705,1.2845074304689996,73fad1626c5e65399004aaf29bf355b9c63b97e52f6391f3f24d78ca3771d593,79b5f1a9e5179763e023f383c1ee65f68a9ef7a45d539b94f651bef69de4e236,False,0.011838576692173872,True,True,0.42983797368638665,0.3029319572980902,1.251436489538002,0.0004991365452017854,0.025746009829559994,-0.033070940930997716,-0.025746009829559994,0.036499932372798014,0.0022250722079462503,0.000577078714535351,0.0,0.0,,,,,,
classical,final_blind_v1_018,42,True,True,0,,60.78787016699789,2026-09-20T15:45:51.137364+00:00,0.4661088735019954,0.5406147440453197,1.2005453543676445,28c7393bbea48e59b06ef15c5032b9b7521d2a943a1d6dc66b0787c11ec28fe4,90ceb024e58571abaf9a3e52af5c7c805ccb5f69a4e0a5195cebd4eeec47eab2,True,0.007788348132278083,True,True,0.4668140240229201,0.5398661080074141,1.2148908601360437,0.0010284421103841548,0.011949157702547047,0.014345505768399214,0.011949157702547047,0.010818447965635896,0.0006171111828111893,0.00025179509430251417,0.0,0.0,,,,,,
classical,final_blind_v1_019,42,True,True,0,,57.706543917011004,2026-09-20T15:46:30.207369+00:00,0.5466667767579667,0.482107044225501,0.8511957816040111,5a610c0ffe8229368b3489de499cc0f1a797a4f83630ed8dd2f9a0fcf7223982,1a900c69e47a7e9ec4343f13c0bc0831e8cd917bb0c9ee88a5232cc6c8ffe187,True,0.007672510515703709,True,True,0.5477661564508864,0.48124208542588653,0.8623351657294918,0.0013988528994268014,0.013086747333838248,0.011139384125480656,0.013086747333838248,0.010930987383343168,0.00044193871356876686,0.00017528757442780664,0.0,0.0,,,,,,
classical,final_blind_v1_020,42,True,True,0,,65.53028383402852,2026-09-20T15:46:57.546892+00:00,0.46847654896047053,0.3954219563175483,1.0280700002650012,a55507a43cef274e4bc51fbc296a628f58679fe24385178cda306933fe603222,39e48b151fb0466d48ba2ab6117778b276c7ae88062b2a99cf87f194415f75d0,True,0.007782465781665025,True,True,0.46952177424781016,0.3958578854246558,1.026981717983691,0.0011324884492646082,0.0010585682696991065,-0.0010882822813100823,-0.0010585682696991065,0.014899590328404724,0.0007277876215192573,0.00022749218351535586,0.0,0.0,,,,,,
classical,final_blind_v1_021,42,True,True,0,,55.198976333020255,2026-09-20T15:47:26.339329+00:00,0.6242811087481225,0.5976616060576463,1.2851361016897063,1df908fb1b6ea983e41b943d31b122f6b8d74b50e7795d9b5679469d2356cbff,c53332b980321d7e3945c8bcb880f9c35f835ebb99ddd7fdb897c0c9a57662d7,True,0.007661181445989678,True,True,0.6268142897435948,0.5981397228915746,1.310964150026139,0.0025779064495647552,0.02009751986771978,0.02582804833643282,0.02009751986771978,0.01751141732042322,0.0010654612519310693,0.0003571404120510476,0.0,0.0,,,,,,
classical,final_blind_v1_022,42,True,True,0,,65.5385974170058,2026-09-20T15:48:04.012872+00:00,0.266264469998352,0.6107963786624676,0.9144956637496786,e1f955bb364b875a469ea593e35a3aae51580adbe6f0ca0976de7af9e2c065fa,3daf0848db230f3a56d27dd083e77fde7ef55327fbb25e90b086244ef4a4a723,True,0.007802311942300145,True,True,0.26604017779970557,0.6117344521092941,0.9258415525038393,0.0009645147909776268,0.012406716842854616,0.011345888754160649,0.012406716842854616,0.014512612518696351,0.000630483791854175,0.0002439656928996442,0.0,0.0,,,,,,
classical,final_blind_v1_023,42,True,True,0,,59.80712162499549,2026-09-20T15:48:27.053689+00:00,0.40926866046302074,0.3738319340022234,1.199385717938766,e915a30417f54df52ace0532c2b2d6ecfa96003be7daec7e417d8b33ce67e014,9547b32f508fb75ae05fa1a056d81f2c1c349cd86791a71c0b6e26f361f00872,True,0.007795408690265478,True,True,0.4099072872618789,0.37422363482092597,1.188585991822906,0.0007491820336821265,0.009004381121379388,-0.010799726115859887,-0.009004381121379388,0.02090097373544769,0.0011910265960033964,0.0003242505340759952,0.0,0.0,,,,,,
classical,final_blind_v1_024,42,True,True,0,,65.09159770800034,2026-09-20T15:49:10.027019+00:00,0.6532298414980128,0.608689753204076,0.8846556578071043,13ba29c46c617a161ab4233cfe8524dbbcca033f225db7c231be327ad0dc8e8f,21c0967e2e100fda5cee4eeb8669d7002eb271e040411e227612e74fc67d6b7e,True,0.007892320653178676,True,True,0.6567951844785566,0.6094312246958354,0.915944721282247,0.003641627457882636,0.03536863546738901,0.03128906347514271,0.03536863546738901,0.03160978374385888,0.0013189631227901954,0.0004150574219615606,0.0,0.0,,,,,,
classical,final_blind_v1_025,42,True,True,0,,62.21175008395221,2026-09-20T15:49:30.138025+00:00,0.6131825704565108,0.3385071688464702,1.1120569146077515,638c55b434ca2fd79e500a1cbd029f1745ae7b4ca8b5154f9ad4f407fc483f37,35755392d9fbaf1235a7685356fa5a72fec7536c7264f1f2c990951e95fc00c0,True,0.007607339995026379,True,True,0.6145774315106624,0.33921368772765115,1.1042315315232807,0.0015635876342098426,0.007036854842300026,-0.007825383084470783,-0.007036854842300026,0.020067670469835215,0.0010572146035995747,0.00029347692067541116,0.0,0.0,,,,,,
classical,final_blind_v1_026,42,True,True,0,,72.97447241598275,2026-09-20T15:50:23.894136+00:00,0.5064941343017603,0.3960769703721459,1.3119610767090044,d03253ae662142d2d900dfc058c2f001c53c63b889b9a69a1a0e6ef05ae4c065,4799658a53693e133ffca800c63838f7b4a484dfa205b6f7a5bbbb49d9e48c24,True,0.007744222929216451,True,True,0.5072847072178376,0.39547610585979037,1.3283673294301037,0.0009929973302296598,0.012505136785196137,0.0164062527210993,0.012505136785196137,0.010451965439757573,0.0006514762716639358,0.00026253543925818424,0.0,0.0,,,,,,
classical,final_blind_v1_027,42,True,True,0,,74.79022529098438,2026-09-20T15:50:45.816168+00:00,0.39730127606060717,0.25684001148048247,0.936094978502684,d30e585aaf655bf48a6b3cdc15e828c3157c2f88416885006a17511e240072d4,9fbda3e6317bccbd6151ef10c0f17f4806f7f1ec169359605eb65041f5a80c64,False,0.0112642222441428,True,True,0.3969473206959001,0.2578709121397082,0.9048462384653719,0.001089972737914556,0.03338201865722586,-0.03124874003731204,-0.03338201865722586,0.044711672951294835,0.0019781435997499224,0.0005120689488287129,0.0,0.0,,,,,,
classical,final_blind_v1_028,42,True,True,0,,62.73959420900792,2026-09-20T15:51:27.535493+00:00,0.538372134792067,0.4649187171357262,0.8387827762566038,6ca31b06490532ce9f33cec960be600f13278103d53416d4623b312f0837645d,a0fc16f1e32a96c2b393c7bfc5645cb10afaddbb232c3770f5637fe73fc7f41e,True,0.007690279289481774,True,True,0.539300578735271,0.463867450258357,0.8509249801130566,0.0014025584490942801,0.014475981386554156,0.012142203856452816,0.014475981386554156,0.01212725520649019,0.00048319567842359054,0.0001886159466602369,0.0,0.0,,,,,,
classical,final_blind_v1_029,42,True,True,0,,74.43662095797481,2026-09-20T15:52:01.154122+00:00,0.668977461408103,0.3814459521869255,1.198305086015619,2b08120be6288b907489b211bc7845920fd1e7e803a6d9933d1d821179110f69,7786b8c77f31f2147568e9e2966b88ef64b3268fa6934185534cfc5a6bd85bbf,True,0.008100863015639942,True,True,0.6712554080779823,0.3826425755501587,1.2071556228671445,0.002573120382774558,0.007385879401508374,0.008850536851525481,0.007385879401508374,0.016286911249617758,0.000917590874836901,0.0003137491636048309,0.0,0.0,,,,,,
classical,final_blind_v1_030,42,True,True,0,,64.62973200000124,2026-09-20T15:52:33.033664+00:00,0.7116689369976579,0.479886500791576,1.2690848016056153,049cc7046dcc492ab3259f0b2e1e2a6dba29e71611a5e9c6872af03937cf585b,dd9abb53948a775ea278b1b2f9aeaf0106d24ac67c2d25c1e172cc648512c473,True,0.009246230192935549,True,True,0.7125876000764668,0.479567110490949,1.2658583757255593,0.0009726006459494747,0.0025423248911137105,-0.003226425880056061,-0.0025423248911137105,0.016395954005044698,0.0009640845412888217,0.00024055099435775411,0.0,0.0,,,,,,
